"Entity","Code","Year","Share.of.youth.not.in.education..employment.or.training..total....of.youth.population.","pop_15_24","Continent"
"Mauritius","MUS",2002,30.22,212032,"Africa"
"Mauritius","MUS",2003,27.36,208990,"Africa"
"Mauritius","MUS",2004,27.99,206109,"Africa"
"Mauritius","MUS",2005,28.48,203915,"Africa"
"Mauritius","MUS",2006,22.23,202683,"Africa"
"Mauritius","MUS",2007,20.61,202649,"Africa"
"Mauritius","MUS",2008,21.34,203686,"Africa"
"Mauritius","MUS",2009,21.83,204920,"Africa"
"Mauritius","MUS",2010,21.52,205781,"Africa"
"Mauritius","MUS",2011,21.54,206263,"Africa"
"Mauritius","MUS",2012,21.61,206637,"Africa"
"Mauritius","MUS",2013,21.17,206183,"Africa"
"Mauritius","MUS",2014,20.86,205254,"Africa"
"Mauritius","MUS",2015,20.09,203907,"Africa"
"Mauritius","MUS",2016,20.32,201545,"Africa"
"Mauritius","MUS",2017,19.94,198835,"Africa"
"Mauritius","MUS",2018,20.46,196242,"Africa"
"Mauritius","MUS",2019,18.08,194032,"Africa"
"Mauritius","MUS",2021,32.42,190197,"Africa"
"Mexico","MEX",2005,21.46,20143251,"North America"
"Mexico","MEX",2006,21.3,20356174,"North America"
"Mexico","MEX",2007,21.09,20597590,"North America"
"Mexico","MEX",2008,21.91,20870889,"North America"
"Mexico","MEX",2009,22.14,21148120,"North America"
"Mexico","MEX",2010,22.18,21404723,"North America"
"Mexico","MEX",2011,21.82,21616613,"North America"
"Mexico","MEX",2012,21.14,21764654,"North America"
"Mexico","MEX",2013,20.47,21875298,"North America"
"Mexico","MEX",2014,20.28,21946711,"North America"
"Mexico","MEX",2015,19.72,21973662,"North America"
"Mexico","MEX",2016,19.5,21984658,"North America"
"Mexico","MEX",2017,18.7,22003125,"North America"
"Mexico","MEX",2018,18.41,22037958,"North America"
"Mexico","MEX",2019,18.3,22065040,"North America"
"Mexico","MEX",2020,20.38,22079943,"North America"
"Mexico","MEX",2021,18.35,22102964,"North America"
"Mexico","MEX",2022,17.32,22142815,"North America"
"Micronesia (country)","FSM",2014,28.67,23546,"Oceania"
"Moldova","MDA",2000,24.85,718662,"Europe"
"Moldova","MDA",2001,24.77,732038,"Europe"
"Moldova","MDA",2002,25.57,745693,"Europe"
"Moldova","MDA",2003,25.14,757408,"Europe"
"Moldova","MDA",2004,26.59,762414,"Europe"
"Moldova","MDA",2005,26.44,754084,"Europe"
"Moldova","MDA",2006,23.6,735702,"Europe"
"Moldova","MDA",2007,22.85,714238,"Europe"
"Moldova","MDA",2008,20.54,689638,"Europe"
"Moldova","MDA",2009,21.23,661493,"Europe"
"Moldova","MDA",2010,19.45,630068,"Europe"
"Moldova","MDA",2011,19.72,595890,"Europe"
"Moldova","MDA",2012,19.28,560873,"Europe"
"Moldova","MDA",2013,18.63,526975,"Europe"
"Moldova","MDA",2014,16.85,488812,"Europe"
"Moldova","MDA",2015,15.77,448240,"Europe"
"Moldova","MDA",2016,16.27,413264,"Europe"
"Moldova","MDA",2017,16.92,383061,"Europe"
"Moldova","MDA",2018,17.83,357458,"Europe"
"Moldova","MDA",2019,17.48,336423,"Europe"
"Moldova","MDA",2020,15.59,321254,"Europe"
"Moldova","MDA",2021,13.55,312209,"Europe"
"Moldova","MDA",2022,14.96,317207,"Europe"
"Mongolia","MNG",2003,19.84,559655,"Asia"
"Mongolia","MNG",2006,18.51,586481,"Asia"
"Mongolia","MNG",2008,17.84,587544,"Asia"
"Mongolia","MNG",2009,18.7,582317,"Asia"
"Mongolia","MNG",2010,17.63,573659,"Asia"
"Mongolia","MNG",2011,16.54,563461,"Asia"
"Mongolia","MNG",2012,17.59,551876,"Asia"
"Mongolia","MNG",2013,18.39,537926,"Asia"
"Mongolia","MNG",2014,17.45,522461,"Asia"
"Mongolia","MNG",2015,16.81,506403,"Asia"
"Mongolia","MNG",2016,20.45,490723,"Asia"
"Mongolia","MNG",2017,19.82,476221,"Asia"
"Mongolia","MNG",2018,18.88,463552,"Asia"
"Mongolia","MNG",2019,18.45,453318,"Asia"
"Mongolia","MNG",2020,18.5,448247,"Asia"
"Mongolia","MNG",2021,17.18,449076,"Asia"
"Montenegro","MNE",2011,16.32,89004,"Europe"
"Montenegro","MNE",2012,16.94,88036,"Europe"
"Montenegro","MNE",2013,17.87,86744,"Europe"
"Montenegro","MNE",2014,17.72,85234,"Europe"
"Montenegro","MNE",2015,19.15,83542,"Europe"
"Montenegro","MNE",2016,18.4,81912,"Europe"
"Montenegro","MNE",2017,16.69,80199,"Europe"
"Montenegro","MNE",2018,16.3,78469,"Europe"
"Montenegro","MNE",2019,17.34,76814,"Europe"
"Montenegro","MNE",2020,21.09,75137,"Europe"
"Myanmar","MMR",2015,18.62,9123294,"Asia"
"Myanmar","MMR",2017,16.59,9122568,"Asia"
"Myanmar","MMR",2018,12.79,9109730,"Asia"
"Myanmar","MMR",2019,13.78,9080176,"Asia"
"Myanmar","MMR",2020,15.02,9043989,"Asia"
"Namibia","NAM",1994,25.14,326596,"Africa"
"Namibia","NAM",2010,34.12,474471,"Africa"
"Namibia","NAM",2012,31.15,486744,"Africa"
"Namibia","NAM",2013,32.01,493204,"Africa"
"Namibia","NAM",2014,30.47,499201,"Africa"
"Namibia","NAM",2016,33.55,504478,"Africa"
"Namibia","NAM",2018,31.88,505776,"Africa"
"Nauru","NRU",2013,36.4,1958,"Oceania"
"Nepal","NPL",2008,23.13,5458577,"Asia"
"Nepal","NPL",2017,34.76,6256381,"Asia"
"Netherlands","NLD",2003,4.78,1966035,"Europe"
"Netherlands","NLD",2004,4.86,1976406,"Europe"
"Netherlands","NLD",2005,6.43,1985725,"Europe"
"Netherlands","NLD",2006,4.9,1995042,"Europe"
"Netherlands","NLD",2007,4.27,2009281,"Europe"
"Netherlands","NLD",2008,3.91,2030857,"Europe"
"Netherlands","NLD",2009,4.96,2053427,"Europe"
"Netherlands","NLD",2010,4.83,2070755,"Europe"
"Netherlands","NLD",2011,4.31,2080976,"Europe"
"Netherlands","NLD",2012,4.85,2085304,"Europe"
"Netherlands","NLD",2013,5.65,2090707,"Europe"
"Netherlands","NLD",2014,5.53,2100807,"Europe"
"Netherlands","NLD",2015,4.67,2113407,"Europe"
"Netherlands","NLD",2016,4.57,2129914,"Europe"
"Netherlands","NLD",2017,4,2147354,"Europe"
"Netherlands","NLD",2018,4.18,2161746,"Europe"
"Netherlands","NLD",2019,4.26,2173191,"Europe"
"Netherlands","NLD",2020,4.52,2174472,"Europe"
"Netherlands","NLD",2021,5.11,2171719,"Europe"
"New Caledonia","NCL",2014,11.84,44244,"Oceania"
"New Caledonia","NCL",2017,39.24,42975,"Oceania"
"New Caledonia","NCL",2018,32.43,42357,"Oceania"
"New Caledonia","NCL",2019,27.91,41743,"Oceania"
"New Caledonia","NCL",2020,33.02,41433,"Oceania"
"New Zealand","NZL",2004,10.79,584862,"Oceania"
"New Zealand","NZL",2005,11.12,594878,"Oceania"
"New Zealand","NZL",2006,10.73,602402,"Oceania"
"New Zealand","NZL",2007,10.98,605368,"Oceania"
"New Zealand","NZL",2008,11.24,606601,"Oceania"
"New Zealand","NZL",2009,14.25,610372,"Oceania"
"New Zealand","NZL",2010,13.65,616256,"Oceania"
"New Zealand","NZL",2011,13.46,620996,"Oceania"
"New Zealand","NZL",2012,13.78,624056,"Oceania"
"New Zealand","NZL",2013,12.22,629198,"Oceania"
"New Zealand","NZL",2014,11.65,639075,"Oceania"
"New Zealand","NZL",2015,11.54,650809,"Oceania"
"New Zealand","NZL",2016,12.18,658535,"Oceania"
"New Zealand","NZL",2017,11.92,659880,"Oceania"
"New Zealand","NZL",2018,12.05,657662,"Oceania"
"New Zealand","NZL",2019,11.62,656440,"Oceania"
"New Zealand","NZL",2020,12.94,654226,"Oceania"
"New Zealand","NZL",2021,11.85,646997,"Oceania"
"Nicaragua","NIC",2001,26.08,1123060,"North America"
"Nicaragua","NIC",2005,22.82,1159788,"North America"
"Nicaragua","NIC",2012,15.02,1245883,"North America"
"Nicaragua","NIC",2014,24.49,1254026,"North America"
"Niger","NER",2011,19.43,3124170,"Africa"
"Niger","NER",2014,25.2,3576057,"Africa"
"Niger","NER",2017,68.66,4112456,"Africa"
"Nigeria","NGA",2011,29.09,32161656,"Africa"
"Nigeria","NGA",2013,27.85,33965739,"Africa"
"Nigeria","NGA",2016,27.06,37053331,"Africa"
"Nigeria","NGA",2019,36.65,40789168,"Africa"
"North America (WB)","",1994,15.4290495,NA,NA
"North America (WB)","",1995,15.129742,NA,NA
"North America (WB)","",1996,14.552558,NA,NA
"North America (WB)","",1997,13.621971,NA,NA
"North America (WB)","",1998,12.911961,NA,NA
"North America (WB)","",1999,12.638135,NA,NA
"North America (WB)","",2000,12.534339,NA,NA
"North America (WB)","",2001,12.977395,NA,NA
"North America (WB)","",2002,13.409834,NA,NA
"North America (WB)","",2003,13.569708,NA,NA
"North America (WB)","",2004,13.135208,NA,NA
"North America (WB)","",2005,13.114571,NA,NA
"North America (WB)","",2006,12.451392,NA,NA
"North America (WB)","",2007,12.292866,NA,NA
"North America (WB)","",2008,13.002264,NA,NA
"North America (WB)","",2009,14.9656,NA,NA
"North America (WB)","",2010,15.119583,NA,NA
"North America (WB)","",2011,14.333639,NA,NA
"North America (WB)","",2012,13.89842,NA,NA
"North America (WB)","",2013,14.293463,NA,NA
"North America (WB)","",2014,13.438797,NA,NA
"North America (WB)","",2015,12.571196,NA,NA
"North America (WB)","",2016,12.160821,NA,NA
"North America (WB)","",2017,11.124344,NA,NA
"North America (WB)","",2018,11.106554,NA,NA
"North America (WB)","",2019,10.60194,NA,NA
"North America (WB)","",2020,14.286924,NA,NA
"North America (WB)","",2021,12.272405,NA,NA
"North America (WB)","",2022,11.298054,NA,NA
"North Macedonia","MKD",2006,34.48,329144,"Europe"
"North Macedonia","MKD",2007,33.65,324229,"Europe"
"North Macedonia","MKD",2008,31.24,318472,"Europe"
"North Macedonia","MKD",2009,27.94,313668,"Europe"
"North Macedonia","MKD",2010,26.42,309510,"Europe"
"North Macedonia","MKD",2011,25.32,305097,"Europe"
"North Macedonia","MKD",2012,25.23,299717,"Europe"
"North Macedonia","MKD",2013,24.64,293295,"Europe"
"North Macedonia","MKD",2014,25.69,285998,"Europe"
"North Macedonia","MKD",2015,24.93,277516,"Europe"
"North Macedonia","MKD",2016,24.98,267843,"Europe"
"North Macedonia","MKD",2017,25.61,257718,"Europe"
"North Macedonia","MKD",2018,25.08,247022,"Europe"
"North Macedonia","MKD",2019,18.81,235292,"Europe"
"North Macedonia","MKD",2020,19.81,223691,"Europe"
"North Macedonia","MKD",2021,18.36,215980,"Europe"
"North Macedonia","MKD",2022,18.45,212251,"Europe"
"Norway","NOR",2003,10.01,550499,"Europe"
"Norway","NOR",2004,9.18,558475,"Europe"
"Norway","NOR",2005,11.3,568555,"Europe"
"Norway","NOR",2006,4.56,580460,"Europe"
"Norway","NOR",2007,4.41,593437,"Europe"
"Norway","NOR",2008,4.13,607022,"Europe"
"Norway","NOR",2009,5,620727,"Europe"
"Norway","NOR",2010,4.9,635072,"Europe"
"Norway","NOR",2011,5.04,649095,"Europe"
"Norway","NOR",2012,5.16,660332,"Europe"
"Norway","NOR",2013,5.63,666660,"Europe"
"Norway","NOR",2014,5.47,669397,"Europe"
"Norway","NOR",2015,5.03,670113,"Europe"
"Norway","NOR",2016,5.37,668982,"Europe"
"Norway","NOR",2017,4.59,666316,"Europe"
"Norway","NOR",2018,4.85,663021,"Europe"
"Norway","NOR",2019,4.75,660587,"Europe"
"Norway","NOR",2020,4.9,657033,"Europe"
"Norway","NOR",2021,6.32,654134,"Europe"
"Pakistan","PAK",2006,36.17,37246984,"Asia"
"Pakistan","PAK",2007,34.97,38506142,"Asia"
"Pakistan","PAK",2008,33.33,39707913,"Asia"
"Pakistan","PAK",2009,31.47,40758272,"Asia"
"Pakistan","PAK",2010,31.1,41716471,"Asia"
"Pakistan","PAK",2011,32,42489340,"Asia"
"Pakistan","PAK",2013,31.01,43381195,"Asia"
"Pakistan","PAK",2014,30.91,43713135,"Asia"
"Pakistan","PAK",2015,30.41,44061906,"Asia"
"Pakistan","PAK",2018,30.96,45369018,"Asia"
"Pakistan","PAK",2019,29.71,45974324,"Asia"
"Pakistan","PAK",2021,34.56,47515877,"Asia"
"Palau","PLW",2000,27.23,2752,"Oceania"
"Palau","PLW",2014,13.26,2494,"Oceania"
"Palau","PLW",2020,18.04,2022,"Oceania"
"Palestine","PSE",2000,31.86,629435,"Asia"
"Palestine","PSE",2001,35.6,652055,"Asia"
"Palestine","PSE",2002,34.58,674749,"Asia"
"Palestine","PSE",2003,30.44,698633,"Asia"
"Palestine","PSE",2004,29.88,724150,"Asia"
"Palestine","PSE",2005,28.95,751895,"Asia"
"Palestine","PSE",2006,28.21,781472,"Asia"
"Palestine","PSE",2007,28.14,811601,"Asia"
"Palestine","PSE",2008,28.8,840132,"Asia"
"Palestine","PSE",2009,27.98,865638,"Asia"
"Palestine","PSE",2010,28.08,888434,"Asia"
"Palestine","PSE",2011,27.13,908304,"Asia"
"Palestine","PSE",2012,29.39,924342,"Asia"
"Palestine","PSE",2013,31.17,937156,"Asia"
"Palestine","PSE",2014,32.47,947792,"Asia"
"Palestine","PSE",2015,31.61,956258,"Asia"
"Palestine","PSE",2016,32.28,962943,"Asia"
"Palestine","PSE",2017,33.04,966767,"Asia"
"Palestine","PSE",2018,33.18,969118,"Asia"
"Palestine","PSE",2019,32.65,973726,"Asia"
"Palestine","PSE",2020,33.65,983540,"Asia"
"Palestine","PSE",2021,31.18,998268,"Asia"
"Palestine","PSE",2022,28.18,1017217,"Asia"
"Panama","PAN",1997,25.41,549258,"North America"
"Panama","PAN",2003,23.53,593191,"North America"
"Panama","PAN",2008,22.04,627447,"North America"
"Panama","PAN",2009,20.08,632370,"North America"
"Panama","PAN",2010,20.89,637261,"North America"
"Panama","PAN",2011,21.03,642360,"North America"
"Panama","PAN",2012,17.59,647786,"North America"
"Panama","PAN",2013,16.98,653590,"North America"
"Panama","PAN",2014,18.76,659688,"North America"
"Panama","PAN",2015,18.45,666079,"North America"
"Panama","PAN",2016,17.09,673064,"North America"
"Panama","PAN",2017,17.2,680556,"North America"
"Panama","PAN",2018,16.38,688067,"North America"
"Panama","PAN",2019,16.68,695612,"North America"
"Panama","PAN",2020,18.74,702055,"North America"
"Panama","PAN",2021,19.3,707105,"North America"
"Panama","PAN",2022,17.56,712410,"North America"
"Papua New Guinea","PNG",2010,35.5,1543346,"Oceania"
"Paraguay","PRY",1998,23.78,939670,"South America"
"Paraguay","PRY",1999,23.9,971926,"South America"
"Paraguay","PRY",2001,21.45,1036305,"South America"
"Paraguay","PRY",2002,25.03,1065229,"South America"
"Paraguay","PRY",2003,21.85,1092631,"South America"
"Paraguay","PRY",2004,20.57,1118466,"South America"
"Paraguay","PRY",2005,18.88,1140849,"South America"
"Paraguay","PRY",2006,19.19,1159075,"South America"
"Paraguay","PRY",2007,19.56,1173630,"South America"
"Paraguay","PRY",2008,17.55,1185102,"South America"
"Paraguay","PRY",2009,18.01,1194355,"South America"
"Paraguay","PRY",2010,19.5,1203836,"South America"
"Paraguay","PRY",2011,16.91,1213682,"South America"
"Paraguay","PRY",2012,16.02,1222200,"South America"
"Paraguay","PRY",2013,14.58,1228443,"South America"
"Paraguay","PRY",2014,16.83,1231908,"South America"
"Paraguay","PRY",2015,17.45,1232349,"South America"
"Paraguay","PRY",2016,18.57,1229059,"South America"
"Paraguay","PRY",2017,18.59,1222029,"South America"
"Peru","PER",2002,13.73,5465669,"South America"
"Peru","PER",2003,20.32,5495124,"South America"
"Peru","PER",2004,19.67,5517001,"South America"
"Peru","PER",2005,23.99,5529913,"South America"
"Peru","PER",2006,18.74,5533461,"South America"
"Peru","PER",2007,16.99,5528697,"South America"
"Peru","PER",2008,16.64,5503979,"South America"
"Peru","PER",2009,16.08,5460561,"South America"
"Peru","PER",2010,15.19,5415146,"South America"
"Peru","PER",2011,15.83,5372586,"South America"
"Peru","PER",2012,15.24,5334091,"South America"
"Peru","PER",2013,16.33,5300485,"South America"
"Peru","PER",2014,16.65,5278499,"South America"
"Peru","PER",2015,18.59,5278080,"South America"
"Peru","PER",2016,19.2,5307629,"South America"
"Peru","PER",2017,17.35,5353476,"South America"
"Peru","PER",2018,17.75,5434652,"South America"
"Peru","PER",2019,16.87,5514950,"South America"
"Peru","PER",2020,25.68,5556667,"South America"
"Peru","PER",2021,22.7,5596679,"South America"
"Philippines","PHL",2006,24.68,18277150,"Asia"
"Philippines","PHL",2007,25.03,18595774,"Asia"
"Philippines","PHL",2008,24.75,18882082,"Asia"
"Philippines","PHL",2009,24.81,19158580,"Asia"
"Philippines","PHL",2010,25.32,19513051,"Asia"
"Philippines","PHL",2011,24.42,19842013,"Asia"
"Philippines","PHL",2012,24.83,20154686,"Asia"
"Philippines","PHL",2013,24.3,20437714,"Asia"
"Philippines","PHL",2014,23.35,20655041,"Asia"
"Philippines","PHL",2015,22.84,20848163,"Asia"
"Philippines","PHL",2016,22.2,21017400,"Asia"
"Philippines","PHL",2017,21.7,21171174,"Asia"
"Philippines","PHL",2018,19.89,21285430,"Asia"
"Philippines","PHL",2019,18.76,21376810,"Asia"
"Philippines","PHL",2020,21.05,21499447,"Asia"
"Philippines","PHL",2021,17.47,21643411,"Asia"
"Poland","POL",2004,14.48,6324861,"Europe"
"Poland","POL",2005,13.91,6222441,"Europe"
"Poland","POL",2006,12.61,6108397,"Europe"
"Poland","POL",2007,10.59,5962724,"Europe"
"Poland","POL",2008,9.04,5769932,"Europe"
"Poland","POL",2009,10.11,5527143,"Europe"
"Poland","POL",2010,10.77,5341588,"Europe"
"Poland","POL",2011,11.5,5222051,"Europe"
"Poland","POL",2012,11.82,5061546,"Europe"
"Poland","POL",2013,12.21,4881314,"Europe"
"Poland","POL",2014,11.98,4704710,"Europe"
"Poland","POL",2015,10.99,4531892,"Europe"
"Poland","POL",2016,10.52,4363447,"Europe"
"Poland","POL",2017,9.48,4203835,"Europe"
"Poland","POL",2018,8.66,4057247,"Europe"
"Poland","POL",2019,8.13,3929364,"Europe"
"Poland","POL",2020,8.63,3826941,"Europe"
"Poland","POL",2021,11.2,3757498,"Europe"
"Portugal","PRT",2004,10.25,1326113,"Europe"
"Portugal","PRT",2005,11.09,1286640,"Europe"
"Portugal","PRT",2006,10.61,1252630,"Europe"
"Portugal","PRT",2007,11.16,1224500,"Europe"
"Portugal","PRT",2008,10.23,1199497,"Europe"
"Portugal","PRT",2009,11.2,1176949,"Europe"
"Portugal","PRT",2010,11.44,1158617,"Europe"
"Portugal","PRT",2011,12.55,1143822,"Europe"
"Portugal","PRT",2012,13.91,1129456,"Europe"
"Portugal","PRT",2013,14.07,1116062,"Europe"
"Portugal","PRT",2014,12.28,1107309,"Europe"
"Portugal","PRT",2015,11.27,1105511,"Europe"
"Portugal","PRT",2016,10.55,1101845,"Europe"
"Portugal","PRT",2017,9.34,1095615,"Europe"
"Portugal","PRT",2018,8.37,1091859,"Europe"
"Portugal","PRT",2019,8.02,1090585,"Europe"
"Portugal","PRT",2020,9.06,1091222,"Europe"
"Portugal","PRT",2021,7.61,1090513,"Europe"
"Romania","ROU",2003,19.33,3292104,"Europe"
"Romania","ROU",2004,18.84,3214945,"Europe"
"Romania","ROU",2005,16.8,3121271,"Europe"
"Romania","ROU",2006,14.77,3007989,"Europe"
"Romania","ROU",2007,13.31,2903902,"Europe"
"Romania","ROU",2008,11.57,2830861,"Europe"
"Romania","ROU",2009,13.94,2759252,"Europe"
"Romania","ROU",2010,16.61,2663631,"Europe"
"Romania","ROU",2011,17.47,2563325,"Europe"
"Romania","ROU",2012,16.81,2460934,"Europe"
"Romania","ROU",2013,16.96,2354832,"Europe"
"Romania","ROU",2014,17.01,2256247,"Europe"
"Romania","ROU",2015,18.08,2173780,"Europe"
"Romania","ROU",2016,17.38,2118176,"Europe"
"Romania","ROU",2017,15.15,2078280,"Europe"
"Romania","ROU",2018,14.52,2046012,"Europe"
"Romania","ROU",2019,14.66,2026281,"Europe"
"Romania","ROU",2020,14.75,2019948,"Europe"
"Romania","ROU",2021,18.02,2028692,"Europe"
"Russia","RUS",2009,14.08,21872201,"Europe"
"Russia","RUS",2010,14.21,21016969,"Europe"
"Russia","RUS",2011,12.69,20001187,"Europe"
"Russia","RUS",2012,11.99,18799391,"Europe"
"Russia","RUS",2013,11.82,17629591,"Europe"
"Russia","RUS",2014,12.03,16561122,"Europe"
"Russia","RUS",2015,12.03,15614021,"Europe"
"Russia","RUS",2016,12.41,14904231,"Europe"
"Rwanda","RWA",2014,5.16,2254861,"Africa"
"Rwanda","RWA",2017,25.59,2373734,"Africa"
"Rwanda","RWA",2018,26.3,2435085,"Africa"
"Rwanda","RWA",2019,28.55,2510135,"Africa"
"Rwanda","RWA",2020,26.14,2596155,"Africa"
"Rwanda","RWA",2021,29.05,2688579,"Africa"
"Saint Lucia","LCA",2017,33.76,31068,"North America"
"Saint Lucia","LCA",2018,32.49,30425,"North America"
"Saint Lucia","LCA",2019,29.94,29695,"North America"
"Saint Lucia","LCA",2020,35.41,28893,"North America"
"Saint Lucia","LCA",2021,39.2,28084,"North America"
"Saint Lucia","LCA",2022,27.09,27358,"North America"
"Samoa","WSM",2012,39.06,36343,"Oceania"
"Samoa","WSM",2017,28.74,36406,"Oceania"
"Saudi Arabia","SAU",2019,15.6,4452251,"Asia"
"Saudi Arabia","SAU",2020,20.32,4538170,"Asia"
"Saudi Arabia","SAU",2021,19.22,4640037,"Asia"
"Senegal","SEN",2015,36.26,2857744,"Africa"
"Senegal","SEN",2016,29.52,2960345,"Africa"
"Senegal","SEN",2017,35.52,3069801,"Africa"
"Senegal","SEN",2018,39.69,3185436,"Africa"
"Senegal","SEN",2019,33.9,3303793,"Africa"
"Serbia","SRB",2008,20.32,933135,"Europe"
"Serbia","SRB",2009,21.61,913118,"Europe"
"Serbia","SRB",2010,21.2,894217,"Europe"
"Serbia","SRB",2011,21.6,876467,"Europe"
"Serbia","SRB",2012,21.65,853986,"Europe"
"Serbia","SRB",2013,19.79,826999,"Europe"
"Serbia","SRB",2014,21,801915,"Europe"
"Serbia","SRB",2015,20.36,780089,"Europe"
"Serbia","SRB",2016,18.08,762356,"Europe"
"Serbia","SRB",2017,17.58,749383,"Europe"
"Serbia","SRB",2018,16.98,738173,"Europe"
"Serbia","SRB",2019,15.66,727080,"Europe"
"Serbia","SRB",2020,16.18,715687,"Europe"
"Serbia","SRB",2021,16.05,704464,"Europe"
"Seychelles","SYC",2019,21.82,16754,"Africa"
"Seychelles","SYC",2020,26.01,16438,"Africa"
"Sierra Leone","SLE",2003,21.13,992106,"Africa"
"Sierra Leone","SLE",2014,32.31,1371126,"Africa"
"Sierra Leone","SLE",2018,33.17,1544719,"Africa"
"Singapore","SGP",2013,3.7,1004652,"Asia"
"Singapore","SGP",2014,3.6,1010955,"Asia"
"Singapore","SGP",2015,3.6,1015577,"Asia"
"Singapore","SGP",2016,4.1,1015005,"Asia"
"Singapore","SGP",2017,4.5,1004120,"Asia"
"Singapore","SGP",2018,4.3,994259,"Asia"
"Singapore","SGP",2019,4.13,986372,"Asia"
"Singapore","SGP",2020,4.46,956714,"Asia"
"Singapore","SGP",2021,6.2,922705,"Asia"
"Slovakia","SVK",2003,19.97,889710,"Europe"
"Slovakia","SVK",2004,19.45,873382,"Europe"
"Slovakia","SVK",2005,16.86,857428,"Europe"
"Slovakia","SVK",2006,13.92,843716,"Europe"
"Slovakia","SVK",2007,11.63,828605,"Europe"
"Slovakia","SVK",2008,11.43,811804,"Europe"
"Slovakia","SVK",2009,12.96,791925,"Europe"
"Slovakia","SVK",2010,14.57,766906,"Europe"
"Slovakia","SVK",2011,14.31,740690,"Europe"
"Slovakia","SVK",2012,14.37,716509,"Europe"
"Slovakia","SVK",2013,14.26,693331,"Europe"
"Slovakia","SVK",2014,14.07,670490,"Europe"
"Slovakia","SVK",2015,13.97,647583,"Europe"
"Slovakia","SVK",2016,12.69,623228,"Europe"
"Slovakia","SVK",2017,12.33,599142,"Europe"
"Slovakia","SVK",2018,10.41,577394,"Europe"
"Slovakia","SVK",2019,10.48,561008,"Europe"
"Slovakia","SVK",2020,10.75,552194,"Europe"
"Slovakia","SVK",2021,11.08,545032,"Europe"
"Slovenia","SVN",2003,8,277258,"Europe"
"Slovenia","SVN",2004,7.73,271618,"Europe"
"Slovenia","SVN",2005,8.93,264877,"Europe"
"Slovenia","SVN",2006,8.52,258458,"Europe"
"Slovenia","SVN",2007,6.7,252742,"Europe"
"Slovenia","SVN",2008,6.5,246589,"Europe"
"Slovenia","SVN",2009,7.46,240414,"Europe"
"Slovenia","SVN",2010,7.11,233838,"Europe"
"Slovenia","SVN",2011,7.08,226586,"Europe"
"Slovenia","SVN",2012,9.28,219639,"Europe"
"Slovenia","SVN",2013,9.24,212210,"Europe"
"Slovenia","SVN",2014,9.42,205593,"Europe"
"Slovenia","SVN",2015,9.51,200926,"Europe"
"Slovenia","SVN",2016,8.03,197481,"Europe"
"Slovenia","SVN",2017,6.52,194969,"Europe"
"Slovenia","SVN",2018,6.62,194458,"Europe"
"Slovenia","SVN",2019,7.03,195804,"Europe"
"Slovenia","SVN",2020,7.68,199354,"Europe"
"Slovenia","SVN",2021,6.6,201008,"Europe"
"Solomon Islands","SLB",2013,7.04,110676,"Oceania"
"Somalia","SOM",2019,43.73,3232563,"Africa"
"South Africa","ZAF",2000,31.79,9892283,"Africa"
"South Africa","ZAF",2001,34.65,10179933,"Africa"
"South Africa","ZAF",2002,35.69,10482592,"Africa"
"South Africa","ZAF",2003,36.58,10759423,"Africa"
"South Africa","ZAF",2004,35.39,10994885,"Africa"
"South Africa","ZAF",2005,34.42,11186082,"Africa"
"South Africa","ZAF",2006,33.38,11320777,"Africa"
"South Africa","ZAF",2007,32.63,11390534,"Africa"
"South Africa","ZAF",2013,30.34,10866213,"Africa"
"South Africa","ZAF",2014,29.93,10776141,"Africa"
"South Africa","ZAF",2015,28.97,10738798,"Africa"
"South Africa","ZAF",2016,29.31,10493860,"Africa"
"South Africa","ZAF",2017,28.88,10237056,"Africa"
"South Africa","ZAF",2018,29.6,10224012,"Africa"
"South Africa","ZAF",2019,30.57,10229430,"Africa"
"South Africa","ZAF",2020,29.88,10253989,"Africa"
"South Africa","ZAF",2021,30.6,10292684,"Africa"
"South Africa","ZAF",2022,32.92,10338524,"Africa"
"South Asia (WB)","",1994,38.4,NA,NA
"South Asia (WB)","",2000,32.71,NA,NA
"South Asia (WB)","",2004,26.13,NA,NA
"South Asia (WB)","",2005,35.495632,NA,NA
"South Asia (WB)","",2010,29.293587,NA,NA
"South Asia (WB)","",2012,26.86,NA,NA
"South Asia (WB)","",2018,30.75024,NA,NA
"South Asia (WB)","",2019,30.863323,NA,NA
"South Asia (WB)","",2020,31.261322,NA,NA
"South Asia (WB)","",2021,29.873436,NA,NA
"Spain","ESP",2003,11.69,5498530,"Europe"
"Spain","ESP",2004,11.76,5398845,"Europe"
"Spain","ESP",2005,12.96,5298906,"Europe"
"Spain","ESP",2006,11.83,5219030,"Europe"
"Spain","ESP",2007,12.03,5193252,"Europe"
"Spain","ESP",2008,14.25,5156628,"Europe"
"Spain","ESP",2009,18.09,5056597,"Europe"
"Spain","ESP",2010,17.81,4930447,"Europe"
"Spain","ESP",2011,18.25,4820850,"Europe"
"Spain","ESP",2012,18.6,4724776,"Europe"
"Spain","ESP",2013,18.63,4626772,"Europe"
"Spain","ESP",2014,17.14,4551986,"Europe"
"Spain","ESP",2015,15.64,4520178,"Europe"
"Spain","ESP",2016,14.62,4522481,"Europe"
"Spain","ESP",2017,13.32,4549282,"Europe"
"Spain","ESP",2018,12.45,4606500,"Europe"
